file_name,timestamp,period,mm_5min,mm_hr,category,recorder,location,extension,year,month,day,hour,minute,second,wet
SMM08565UECE_20250227_135500_0-0_no-rain.wav,2025-02-27 13:55:00,afternoon,0.0,0.0,no-rain,SMM08565,UECE,.wav,2025,2,27,13,55,0,
SMM08565UECE_20250227_140000_0-0_no-rain.wav,2025-02-27 14:00:00,afternoon,0.0,0.0,no-rain,SMM08565,UECE,.wav,2025,2,27,14,0,0,
SMM08565UECE_20250227_140500_0-0_no-rain.wav,2025-02-27 14:05:00,afternoon,0.0,0.0,no-rain,SMM08565,UECE,.wav,2025,2,27,14,5,0,
SMM08565UECE_20250227_141000_0-0_no-rain.wav,2025-02-27 14:10:00,afternoon,0.0,0.0,no-rain,SMM08565,UECE,.wav,2025,2,27,14,10,0,
SMM08565UECE_20250227_141500_0-0_no-rain.wav,2025-02-27 14:15:00,afternoon,0.0,0.0,no-rain,SMM08565,UECE,.wav,2025,2,27,14,15,0,
SMM08565UECE_20250227_142000_0-0_no-rain.wav,2025-02-27 14:20:00,afternoon,0.0,0.0,no-rain,SMM08565,UECE,.wav,2025,2,27,14,20,0,
SMM08565UECE_20250227_142500_0-0_no-rain.wav,2025-02-27 14:25:00,afternoon,0.0,0.0,no-rain,SMM08565,UECE,.wav,2025,2,27,14,25,0,
SMM08565UECE_20250227_143000_0-0_no-rain.wav,2025-02-27 14:30:00,afternoon,0.0,0.0,no-rain,SMM08565,UECE,.wav,2025,2,27,14,30,0,
SMM08565UECE_20250227_143500_0-0_no-rain.wav,2025-02-27 14:35:00,afternoon,0.0,0.0,no-rain,SMM08565,UECE,.wav,2025,2,27,14,35,0,
SMM08565UECE_20250227_144000_0-0_no-rain.wav,2025-02-27 14:40:00,afternoon,0.0,0.0,no-rain,SMM08565,UECE,.wav,2025,2,27,14,40,0,
SMM08565UECE_20250227_144500_0-0_no-rain.wav,2025-02-27 14:45:00,afternoon,0.0,0.0,no-rain,SMM08565,UECE,.wav,2025,2,27,14,45,0,
SMM08565UECE_20250227_145000_0-0_no-rain.wav,2025-02-27 14:50:00,afternoon,0.0,0.0,no-rain,SMM08565,UECE,.wav,2025,2,27,14,50,0,
SMM08565UECE_20250227_145500_0-0_no-rain.wav,2025-02-27 14:55:00,afternoon,0.0,0.0,no-rain,SMM08565,UECE,.wav,2025,2,27,14,55,0,
SMM08565UECE_20250227_150000_0-0_no-rain.wav,2025-02-27 15:00:00,afternoon,0.0,0.0,no-rain,SMM08565,UECE,.wav,2025,2,27,15,0,0,
